relevant	depth	number_bold	number_br	number_div	number_img	number_li	number_links	number_p	number_relevants	number_td	number_th	number_tr	relevants_ratio
0	5	0	0	10	0	0	12	0	2	15	0	5	0.16
0	7	0	0	9	4	0	15	0	53	30	10	9	0.6
0	6	0	0	13	6	0	22	0	92	122	25	22	0.57
0	3	4	4	0	0	0	0	0	4	8	1	5	0.13
0	7	0	0	13	6	0	20	0	88	128	26	23	0.53
1	3	0	0	0	0	56	0	0	80	0	0	0	0.62
1	2	0	0	0	0	0	0	0	26	40	0	20	0.25
1	6	0	2	1	0	0	5	0	30	5	5	5	0.41
0	19	0	6	0	31	0	0	5	96	60	0	44	0.45
0	7	0	0	13	6	0	17	0	94	128	26	23	0.56
0	7	0	0	13	6	0	23	0	72	86	19	16	0.64
0	7	0	0	13	6	0	21	0	106	128	26	23	0.6
0	7	0	0	14	6	0	20	0	94	128	26	23	0.55
0	3	4	6	0	0	0	0	0	7	8	1	5	0.23
0	7	0	0	9	4	0	14	0	35	26	9	8	0.46
0	3	25	0	0	0	0	0	0	42	50	1	26	0.34
1	1	0	10	0	0	9	0	0	25	0	0	0	0.54
1	6	0	2	1	0	0	5	0	29	5	5	5	0.4
1	10	0	4	1	0	0	10	0	59	11	11	11	0.4
1	6	2	0	1	0	0	2	0	50	24	0	6	0.52
0	19	7	0	31	30	0	0	0	80	48	0	32	0.49
1	6	0	2	1	0	0	3	0	30	5	5	5	0.4
1	4	0	0	11	0	0	0	0	77	11	11	11	0.5
1	10	0	3	1	0	0	5	0	39	8	8	8	0.36
1	2	0	0	0	0	0	0	0	27	40	0	20	0.25
0	6	0	119	4	16	0	2	0	232	7	0	5	0.38
1	4	7	0	0	0	0	0	0	46	52	52	52	0.3
0	5	0	0	12	1	0	1	0	15	12	3	5	0.46
1	3	0	0	0	0	0	0	0	66	72	0	36	0.64
1	4	0	0	8	0	0	0	0	18	8	8	8	0.52
1	6	0	3	1	0	0	5	0	39	9	9	9	0.41
1	6	3	0	2	0	0	1	0	41	2	2	2	0.47
1	3	0	0	0	0	0	0	0	75	72	0	36	0.61
1	6	1	0	0	0	0	0	0	4	2	0	1	0.66
0	14	1	0	5	5	0	0	0	17	7	0	5	0.43
0	5	1	0	0	0	0	0	1	35	1	0	1	0.44
1	10	13	0	3	0	10	12	1	55	1	0	1	0.35
0	6	3	0	6	0	0	0	0	32	14	0	2	0.34
0	11	1	0	6	3	0	0	0	21	4	0	2	0.51
0	3	0	0	0	0	0	0	0	7	4	4	4	0.36
1	6	0	3	1	0	0	4	0	37	8	8	8	0.43
0	10	9	9	0	0	0	8	0	19	18	0	12	0.51
1	6	3	0	2	0	0	1	0	29	2	2	2	0.42
1	3	0	0	0	0	0	0	0	41	20	0	6	0.56
0	7	0	0	13	6	0	21	0	75	86	19	16	0.5
0	3	0	0	0	0	0	0	0	19	14	14	14	0.38
0	3	0	0	0	0	0	0	0	10	5	5	5	0.45
1	10	0	3	1	0	0	6	0	52	9	9	9	0.42
0	7	1	0	13	0	0	2	0	30	5	5	2	0.44
1	6	3	0	2	0	0	1	0	34	2	2	2	0.43
0	15	0	0	0	5	0	0	1	16	9	0	7	0.38
0	3	4	0	0	0	0	0	0	4	8	1	5	0.21
0	6	0	3	9	3	0	6	6	93	3	3	2	0.49
1	10	0	2	1	0	0	5	0	37	8	8	8	0.35
1	6	2	0	1	0	0	2	0	44	18	0	5	0.51
1	4	0	0	0	0	0	1	0	32	69	0	35	0.16
0	6	0	0	12	5	0	18	0	105	92	22	20	0.52
1	4	0	0	0	0	0	1	0	45	75	0	38	0.13
0	3	5	0	0	0	0	0	0	5	10	1	6	0.22
0	8	0	0	0	0	1	8	0	15	14	0	7	0.24
1	6	0	3	1	0	0	5	0	36	7	7	7	0.43
0	5	0	0	9	1	0	1	0	14	9	3	4	0.56
0	6	27	2	0	0	0	0	0	25	63	0	14	0.58
0	5	5	12	0	1	0	0	0	38	2	0	1	0.48
1	6	2	0	1	0	0	2	0	55	26	0	7	0.53
0	7	0	0	13	6	0	22	0	93	128	26	23	0.54
0	11	10	1	2	0	8	8	2	48	1	0	1	0.33
1	6	2	0	1	0	0	2	0	58	30	0	8	0.54
1	10	0	3	1	0	0	5	0	43	8	8	8	0.41
0	7	2	0	16	0	0	3	0	28	8	4	3	0.43
0	5	0	0	8	4	0	0	8	38	4	4	2	0.42
1	4	0	0	0	0	0	1	0	26	77	0	39	0.15
0	7	0	0	13	6	0	19	0	104	128	26	23	0.52
0	7	0	0	13	6	0	22	0	70	128	26	23	0.57
1	4	0	0	10	0	0	0	0	34	10	10	10	0.6
0	6	0	0	12	5	0	18	0	58	62	16	14	0.58
0	15	0	2	0	5	0	0	1	22	9	0	7	0.39
0	6	0	0	4	3	0	1	0	21	1	0	1	0.26
0	7	0	0	13	6	0	22	0	96	128	26	23	0.54
0	4	2	0	0	0	0	0	20	12	12	4	4	0.42
0	5	0	0	0	0	11	15	0	26	3	0	2	0.72
1	6	2	0	1	0	0	2	0	47	26	0	7	0.48
1	4	0	0	0	0	0	1	0	43	73	0	37	0.16
1	3	0	0	0	0	0	0	0	24	40	0	20	0.29
1	3	0	0	0	0	0	0	0	55	32	0	16	0.56
1	10	0	3	1	0	0	5	0	41	9	9	9	0.37
1	10	0	2	1	0	0	3	0	36	7	7	7	0.36
1	4	0	0	9	0	0	0	0	49	9	9	9	0.55
0	7	0	0	11	5	0	17	0	99	107	25	23	0.58
1	6	2	0	1	0	0	2	0	44	16	0	4	0.51
1	6	0	4	1	0	0	8	0	37	8	8	8	0.41
0	5	0	0	1	1	0	0	1	14	1	0	1	0.42
1	6	0	3	1	0	0	5	0	29	7	7	7	0.37
1	3	0	0	0	0	0	0	0	70	64	0	32	0.61
0	11	14	1	2	0	12	10	2	48	1	0	1	0.32
1	6	0	3	1	0	0	6	0	37	8	8	8	0.42
1	4	0	0	0	0	12	0	0	107	51	51	51	0.57
0	7	0	0	14	6	0	24	0	87	86	19	16	0.57
0	7	0	0	13	6	0	21	0	76	128	26	23	0.55
0	7	0	0	13	6	0	18	0	84	128	26	23	0.53
1	6	0	2	1	0	0	4	0	33	8	8	8	0.39
0	7	0	0	13	6	0	19	0	84	128	26	23	0.54
1	2	0	0	0	0	0	0	0	22	28	0	14	0.27
0	14	0	0	1	0	6	4	0	10	6	0	3	0.38
1	4	0	2	0	0	0	0	0	87	25	34	34	0.5
0	7	0	0	7	0	0	0	0	15	3	0	1	0.53
1	10	0	1	1	0	0	2	0	29	5	5	5	0.34
1	6	0	2	1	0	0	5	0	37	9	9	9	0.42
1	3	0	0	0	0	0	0	0	30	22	0	6	0.65
0	6	0	3	6	0	0	0	6	39	3	3	2	0.39
0	3	4	26	0	0	0	0	0	11	8	1	5	0.25
1	4	15	0	105	0	105	75	0	147	0	0	0	0.44
0	6	1	1	0	0	0	1	0	2	1	0	1	0.25
1	2	0	0	0	0	0	0	0	32	38	0	19	0.29
0	6	0	3	6	3	0	0	6	51	3	3	2	0.41
1	6	0	3	1	0	0	4	0	33	6	6	6	0.42
1	6	0	3	1	0	0	5	0	31	5	5	5	0.4
0	7	0	0	9	4	0	12	0	92	86	24	23	0.56
1	6	0	3	1	0	0	5	0	44	8	8	8	0.48
0	5	0	0	2	1	0	0	1	38	2	0	1	0.43
0	7	0	0	14	6	0	22	0	101	128	26	23	0.54
0	5	1	0	2	0	0	0	0	12	1	1	2	0.38
1	10	0	3	1	0	0	7	0	44	9	9	9	0.39
0	10	1	0	5	3	0	0	0	17	4	0	2	0.53
0	3	4	0	0	0	0	0	0	5	8	1	5	0.14
1	4	0	0	10	0	0	0	0	67	10	10	10	0.47
0	5	0	1	0	1	10	0	0	33	2	0	1	0.46
0	6	0	0	13	6	0	20	0	85	122	25	22	0.6
0	7	0	0	13	6	0	20	0	93	128	26	23	0.52
0	5	0	0	10	0	0	3	0	2	15	0	5	0.22
0	5	0	6	0	1	0	0	0	19	2	0	1	0.46
0	4	0	0	0	0	0	0	1	21	1	0	1	0.36
0	19	6	0	31	30	0	0	0	54	48	0	32	0.39
0	3	4	0	0	0	0	0	0	19	8	1	5	0.18
0	3	1	0	0	0	0	0	0	2	2	1	2	0.33
1	4	0	0	0	0	15	0	0	86	39	39	39	0.64
0	3	10	0	0	0	0	0	0	16	20	1	11	0.26
0	7	0	0	11	5	0	16	0	88	107	25	23	0.55
0	3	1	0	0	0	0	0	0	1	2	1	2	0.11
0	7	0	0	9	4	0	14	0	69	86	24	23	0.56
0	5	4	10	0	1	0	0	0	24	2	0	1	0.34
0	10	0	0	0	0	6	3	0	10	5	0	2	0.38
1	3	0	0	0	0	0	0	0	17	36	0	18	0.25
1	8	0	0	0	0	1	8	0	19	10	0	5	0.59
0	4	5	5	0	5	0	0	4	129	10	0	5	0.42
1	10	0	1	1	0	0	2	0	21	3	3	3	0.28
0	7	0	0	9	4	0	12	0	31	34	11	10	0.48
1	6	0	3	1	0	0	4	0	41	8	8	8	0.47
0	3	25	0	0	0	0	0	0	43	50	1	26	0.34
1	10	0	5	1	0	0	13	0	53	9	9	9	0.42
1	3	0	0	0	0	0	0	0	46	30	0	8	0.69
1	4	0	0	0	0	0	1	0	24	69	0	35	0.12
0	3	4	17	0	0	0	0	0	15	8	1	5	0.25
1	10	0	3	1	0	0	5	0	38	9	9	9	0.36
0	3	21	0	0	0	0	0	0	35	42	1	22	0.31
1	3	0	0	0	0	0	0	0	99	72	0	36	0.55
0	3	2	0	0	0	0	0	0	3	4	1	3	0.16
0	5	2	5	0	0	0	0	0	21	12	0	8	0.61
0	7	0	0	13	6	0	20	0	96	128	26	23	0.51
1	10	0	3	1	0	0	5	0	37	7	7	7	0.38
1	6	0	3	1	0	0	5	0	36	6	6	6	0.45
0	10	9	9	0	0	0	9	0	20	18	0	12	0.45
0	10	1	0	5	3	0	0	0	13	4	0	2	0.61
1	10	0	3	1	0	0	6	0	47	9	9	9	0.42
0	6	0	0	13	6	0	21	0	88	122	25	22	0.55
1	6	0	3	1	0	0	6	0	32	5	5	5	0.41
0	6	0	0	10	0	0	12	0	1	15	0	5	0.09
1	10	0	3	1	0	0	5	0	45	9	9	9	0.39
0	7	0	0	6	1	0	1	0	12	4	2	3	0.57
1	5	0	0	0	0	0	0	0	4	2	0	1	0.66
1	1	0	11	0	0	10	0	0	29	0	0	0	0.49
1	6	3	0	2	0	0	1	0	37	2	2	2	0.46
0	3	0	0	2	0	0	0	0	5	1	1	2	0.55
0	14	1	0	5	5	0	0	0	6	7	0	5	0.27
1	3	0	0	0	0	0	0	0	14	14	0	4	0.58
0	6	0	3	9	3	0	6	6	56	3	3	2	0.52
1	3	0	0	0	0	0	0	0	17	16	0	5	0.65
1	10	0	3	1	0	0	6	0	44	9	9	9	0.4
0	6	0	0	13	6	0	22	0	106	116	24	21	0.51
0	7	0	0	9	4	0	13	0	84	86	24	23	0.57
0	6	0	0	10	0	0	15	0	1	15	0	5	0.11
0	7	0	0	13	6	0	22	0	88	128	26	23	0.52
1	4	0	0	0	0	0	1	0	56	79	0	40	0.13
0	6	1	1	0	0	0	1	0	3	1	0	1	0.37
1	10	0	3	1	0	0	6	0	41	9	9	9	0.37
0	6	0	0	13	6	0	21	0	112	116	24	21	0.54
1	6	2	0	1	0	0	2	0	43	22	0	6	0.47
0	6	0	0	8	4	0	0	8	83	4	4	2	0.46
0	5	0	0	10	0	0	15	0	2	15	0	5	0.22
0	7	0	0	14	6	0	23	0	105	128	26	23	0.55
1	4	7	0	0	0	0	0	0	21	40	40	40	0.2
0	7	0	0	13	6	0	19	0	80	86	19	16	0.52
1	4	0	0	0	0	14	0	0	82	37	37	37	0.64
1	6	2	0	1	0	0	2	0	30	3	0	1	0.46
0	7	0	0	9	4	0	13	0	85	86	24	23	0.54
0	3	4	0	0	0	0	0	0	10	8	1	5	0.14
0	5	0	6	0	1	0	0	0	14	2	0	1	0.3
1	6	0	1	1	0	0	2	0	32	8	8	8	0.4
1	5	0	0	0	0	0	0	0	3	2	0	1	0.75
0	11	11	0	2	0	9	15	2	56	1	0	1	0.37
0	6	3	0	6	0	0	0	0	44	14	0	2	0.47
1	6	0	3	1	0	0	6	0	33	7	7	7	0.42
1	3	0	0	0	0	0	0	0	30	34	0	17	0.65
1	10	0	3	1	0	0	5	0	37	8	8	8	0.36
0	5	0	0	11	0	0	1	0	20	5	5	2	0.37
1	6	0	4	1	0	0	15	0	34	5	5	5	0.43
1	6	0	3	1	0	0	6	0	41	9	9	9	0.43
0	6	1	1	0	0	0	1	0	5	1	0	1	0.62
1	10	0	3	1	0	0	6	0	32	4	4	4	0.35
0	5	0	0	4	0	18	18	0	25	7	0	1	0.59
0	4	1	2	0	0	0	0	0	2	1	0	1	0.28
0	6	0	0	10	0	0	9	0	1	15	0	5	0.09
0	5	0	0	8	0	0	0	8	83	4	4	2	0.42
0	6	0	0	14	6	0	20	0	75	80	18	15	0.5
1	4	0	0	0	0	0	1	0	39	69	0	35	0.16
0	7	0	0	11	5	0	18	0	87	107	25	23	0.55
0	15	0	1	0	6	0	0	1	24	9	0	7	0.51
0	6	0	0	14	6	0	24	0	49	68	16	13	0.51
0	6	0	0	13	6	0	22	0	96	122	25	22	0.58
0	3	0	0	4	0	0	0	0	9	2	2	2	0.52
0	3	2	0	0	0	0	0	0	10	4	1	3	0.2
1	3	0	0	0	0	0	0	0	1	5	0	3	0.16
1	10	0	3	1	0	0	5	0	43	10	10	10	0.38
0	7	0	0	13	6	0	22	0	75	86	19	16	0.52
0	7	0	0	13	6	0	19	0	74	86	19	16	0.48
1	4	0	0	0	0	0	1	0	44	77	0	39	0.19
0	19	0	0	93	0	411	272	0	26	45	0	15	0.14
1	10	0	1	1	0	0	3	0	26	4	4	4	0.32
0	6	0	0	10	0	0	15	0	2	15	0	5	0.18
1	6	0	3	1	0	0	5	0	32	5	5	5	0.42
0	5	0	0	0	0	3	0	0	22	12	12	12	0.47
1	6	0	3	1	0	0	4	0	35	8	8	8	0.42
1	10	0	3	1	0	0	7	0	37	5	5	5	0.38
0	5	0	0	10	0	0	1	0	16	4	4	2	0.34
0	3	4	0	0	0	0	0	0	17	8	1	5	0.22
1	6	0	1	1	0	0	1	0	26	5	5	5	0.4
1	6	0	2	1	0	0	5	0	28	5	5	5	0.41
0	7	1	0	13	0	0	2	0	27	5	5	2	0.42
0	3	24	0	0	0	0	0	0	38	48	1	25	0.29
1	6	0	1	1	0	0	1	0	23	5	5	5	0.37
1	3	0	0	0	0	0	0	0	19	14	0	4	0.7
1	3	0	0	0	0	0	0	0	42	38	0	19	0.64
1	6	0	3	1	0	0	4	0	32	5	5	5	0.42
0	7	0	0	13	6	0	22	0	91	128	26	23	0.53
1	6	2	0	1	0	0	2	0	49	22	0	6	0.52
1	6	0	1	1	0	0	1	0	20	5	5	5	0.34
1	4	0	0	0	0	5	0	0	92	50	50	50	0.57
1	4	0	0	0	0	0	1	0	36	75	0	38	0.15
0	3	4	0	0	0	0	0	0	3	8	1	5	0.14
0	8	0	0	7	0	0	0	0	3	4	0	1	0.18
1	6	0	4	1	0	0	12	0	35	7	7	7	0.43
0	6	0	0	12	4	0	8	9	129	4	4	2	0.42
0	7	1	0	0	1	0	0	0	9	2	0	2	0.42
0	3	4	0	0	0	0	0	0	12	8	1	5	0.16
0	7	0	3	9	3	0	6	9	76	3	3	2	0.41
1	3	0	0	0	0	53	0	0	74	0	0	0	0.61
0	7	1	4	6	1	0	2	0	12	1	0	1	0.63
0	7	0	0	13	6	0	21	0	82	128	26	23	0.58
0	6	2	0	3	0	0	2	0	30	2	1	3	0.4
1	6	0	3	1	0	0	6	0	37	6	6	6	0.45
1	6	0	3	1	0	0	4	0	34	6	6	6	0.43
0	7	0	0	0	1	0	0	1	27	3	0	3	0.42
0	7	0	0	14	6	0	22	0	81	86	19	16	0.52
1	10	0	3	1	0	0	10	0	43	9	9	9	0.39
0	6	0	0	13	6	0	21	0	99	116	24	21	0.53
1	4	0	0	0	0	0	1	0	37	73	0	37	0.2
0	6	0	0	13	6	0	22	0	109	116	24	21	0.54
0	5	2	2	3	2	0	0	3	60	2	0	1	0.43
0	7	0	0	9	4	0	12	0	36	26	9	8	0.58
0	6	0	0	14	6	0	23	0	98	134	27	24	0.54
0	6	12	12	0	0	0	7	12	18	9	3	4	0.31
0	4	2	0	0	0	0	0	24	15	16	4	5	0.42
0	6	0	0	10	0	0	6	0	2	15	0	5	0.22
1	4	0	0	0	0	12	0	0	85	36	36	36	0.63
1	10	0	3	1	0	0	7	0	48	9	9	9	0.41
0	7	0	0	13	6	0	20	0	83	128	26	23	0.49
1	10	0	3	1	0	0	7	0	42	8	8	8	0.39
1	6	0	1	1	0	0	2	0	29	7	7	7	0.38
0	3	25	0	0	0	0	0	0	37	50	1	26	0.28
0	3	7	0	0	0	0	0	0	9	14	1	8	0.2
1	6	0	2	1	0	0	6	0	38	8	8	8	0.45
1	3	0	0	0	0	0	0	0	37	71	0	36	0.18
1	4	0	0	10	0	0	0	0	50	10	10	10	0.51
0	14	1	0	5	5	0	0	0	14	7	0	5	0.42
1	6	0	3	1	0	0	4	0	38	8	8	8	0.45
0	7	1	2	0	0	0	1	0	2	1	0	1	0.22
0	7	0	0	13	6	0	20	0	91	128	26	23	0.53
1	4	0	0	0	0	10	0	0	102	53	53	53	0.54
1	6	2	0	1	0	0	2	0	42	14	0	4	0.48
1	3	0	0	0	0	0	0	0	36	69	0	35	0.16
1	10	0	3	1	0	0	6	0	42	9	9	9	0.38
0	8	0	0	0	0	7	8	0	22	4	0	2	0.59
0	7	0	0	13	6	0	21	0	109	128	26	23	0.55
1	10	0	1	1	0	0	2	0	24	4	4	4	0.3
1	6	2	0	1	0	0	2	0	63	34	0	9	0.54
0	6	0	0	14	6	0	24	0	54	68	16	13	0.53
1	3	0	0	0	0	0	0	0	43	69	0	35	0.21
1	4	0	0	11	0	0	0	0	70	11	11	11	0.54
1	4	0	3	0	0	0	0	0	108	60	76	76	0.52
1	4	0	0	10	0	0	0	0	30	10	10	10	0.63
1	4	0	0	0	0	14	0	0	83	38	38	38	0.64
0	15	1	0	6	5	0	0	0	21	7	0	5	0.51
1	1	0	0	0	0	1	0	0	20	0	0	0	0.35
1	6	0	3	1	0	0	4	0	32	7	7	7	0.42
0	7	0	0	13	6	0	19	0	100	128	26	23	0.53
1	10	13	0	3	0	10	12	1	56	1	0	1	0.36
1	10	0	3	1	0	0	5	0	42	9	9	9	0.39
1	4	0	0	0	0	0	1	0	40	75	0	38	0.15
1	4	0	0	0	0	0	1	0	38	73	0	37	0.17
1	4	0	0	0	0	8	0	0	96	53	53	53	0.56
0	5	0	0	8	0	0	0	8	80	4	4	2	0.43
1	4	0	0	0	0	0	1	0	41	69	0	35	0.17
1	3	0	0	0	0	0	0	0	24	22	0	6	0.7
1	3	0	0	0	0	0	0	0	42	30	0	15	0.61
1	4	0	0	0	0	0	0	0	69	21	31	31	0.52
1	10	0	2	1	0	0	6	0	34	7	7	7	0.35
1	2	0	0	0	0	0	0	0	25	28	0	14	0.3
1	6	0	3	1	0	0	4	0	34	7	7	7	0.42
0	4	0	0	0	0	0	0	0	23	1	0	1	0.45
1	4	0	0	11	0	0	0	0	31	11	11	11	0.6
0	7	0	0	13	6	0	21	0	86	128	26	23	0.55
1	6	0	3	1	0	0	6	0	36	5	5	5	0.45
1	10	12	0	3	0	9	9	1	62	1	0	1	0.38
1	3	0	0	0	0	0	0	0	38	34	0	17	0.71
1	10	0	3	1	0	0	6	0	33	7	7	7	0.34
0	7	16	50	0	0	0	0	3	158	5	0	1	0.46
0	7	0	0	13	6	0	20	0	89	128	26	23	0.58
0	7	0	0	14	6	0	21	0	113	128	26	23	0.52
1	6	0	3	1	0	0	7	0	41	8	8	8	0.42
0	5	1	0	0	0	0	1	0	12	8	0	4	0.38
0	11	7	1	2	0	4	6	2	38	1	0	1	0.33
1	6	2	0	1	0	0	2	0	53	24	0	6	0.49
0	7	0	0	13	6	0	19	0	86	128	26	23	0.54
1	10	0	3	1	0	0	5	0	44	8	8	8	0.41
0	7	0	0	11	5	0	16	0	100	107	25	23	0.54
0	7	0	0	14	6	0	23	0	84	86	19	16	0.53
1	10	11	0	3	0	9	9	1	53	1	0	1	0.36
0	4	0	0	1	0	0	2	0	1	2	0	1	0.04
1	3	0	0	0	0	0	0	0	60	54	0	27	0.64
0	5	0	0	0	1	10	0	0	33	2	0	1	0.46
1	6	0	2	1	0	0	7	0	39	8	8	8	0.44
1	6	2	0	1	0	0	2	0	32	12	0	3	0.43
0	3	24	0	0	0	0	0	0	39	48	1	25	0.31
0	7	1	3	6	1	0	1	0	10	1	0	1	0.66
1	4	0	0	0	0	0	0	1	56	42	0	21	0.6
1	6	3	0	2	0	0	1	0	26	2	2	2	0.47
1	6	0	1	1	0	0	1	0	29	6	6	6	0.41
0	6	0	3	9	3	0	6	6	41	3	3	2	0.37
0	5	0	0	0	4	0	8	0	24	40	20	12	0.26
0	4	0	1	2	0	0	0	0	7	1	1	2	0.58
0	7	0	0	9	4	0	14	0	77	82	23	22	0.62
0	5	0	6	1	2	0	0	0	31	3	0	1	0.45
0	6	0	0	10	4	0	16	0	71	50	15	14	0.57
0	7	0	0	13	6	0	19	0	92	128	26	23	0.55
1	3	0	0	0	0	45	0	0	67	0	0	0	0.59
1	6	0	3	1	0	0	7	0	37	8	8	8	0.42
1	10	0	3	1	0	0	5	0	40	7	7	7	0.38
1	4	0	0	0	0	6	0	0	93	54	54	54	0.56
1	10	0	3	1	0	0	5	0	34	5	5	5	0.36
0	7	0	0	9	4	0	13	0	34	26	9	8	0.55
1	6	0	2	1	0	0	5	0	30	7	7	7	0.4
0	6	0	3	9	3	0	6	6	54	3	3	2	0.46
1	4	0	9	0	0	0	0	0	107	61	84	84	0.49
0	7	0	0	13	6	0	21	0	95	128	26	23	0.51
0	5	0	0	0	0	9	0	0	29	12	12	12	0.58
1	4	0	0	7	0	0	0	0	15	7	7	7	0.53
1	6	3	0	2	0	0	1	0	28	2	2	2	0.47
0	3	1	3	0	0	0	0	0	3	2	1	2	0.25
1	10	0	3	1	0	0	5	0	34	7	7	7	0.35
1	3	0	0	0	0	0	0	0	43	30	0	8	0.7
0	11	0	0	0	3	0	0	1	16	6	0	4	0.38
0	6	0	0	10	0	0	12	0	5	15	0	5	0.41
1	10	0	3	1	0	0	6	0	31	4	4	4	0.35
1	6	3	0	2	0	0	1	0	35	2	2	2	0.46
1	10	0	3	1	0	0	7	0	45	8	8	8	0.4
1	6	0	3	1	0	0	4	0	36	8	8	8	0.4
0	5	0	0	9	1	0	1	0	13	9	3	4	0.46
0	6	0	0	10	0	0	15	0	4	15	0	5	0.33
0	7	1	0	0	1	0	0	0	8	2	0	2	0.42
1	1	0	6	0	0	5	0	0	10	0	0	0	0.41
0	7	0	2	0	1	0	0	1	22	3	0	3	0.39
0	5	1	2	0	1	0	0	1	35	2	0	2	0.41
0	6	0	3	6	1	0	0	12	87	3	3	2	0.43
0	7	0	0	14	6	0	22	0	106	128	26	23	0.58
0	6	0	0	10	0	0	12	0	4	15	0	5	0.36
0	7	0	0	14	6	0	23	0	89	86	19	16	0.57
0	4	2	0	0	0	0	0	32	18	24	4	7	0.41
0	7	0	0	15	1	0	1	0	15	10	2	6	0.46
0	3	3	0	0	0	0	0	0	3	6	1	4	0.11
0	3	13	0	0	0	0	0	0	19	26	1	14	0.16
0	5	21	20	0	0	0	0	0	49	60	0	20	0.5
1	6	0	2	1	0	0	5	0	32	6	6	6	0.42
0	4	2	0	0	0	0	0	32	17	24	4	7	0.41
0	8	0	1	7	0	0	1	0	5	6	0	1	0.26
0	7	0	0	9	4	0	15	0	78	86	24	23	0.58
1	3	0	0	0	0	0	0	0	25	24	0	7	0.64
0	5	0	8	0	2	0	0	0	27	4	0	2	0.4
1	10	0	5	1	0	0	14	0	55	9	9	9	0.44
0	7	1	3	6	1	0	1	0	9	1	0	1	0.64
0	7	0	0	11	5	0	18	0	99	107	25	23	0.59
1	10	0	2	1	0	0	6	0	38	8	8	8	0.36
1	6	2	0	1	0	0	2	0	38	16	0	4	0.44
0	6	0	3	9	3	0	6	6	55	3	3	2	0.44
0	11	0	0	5	1	0	2	0	18	7	0	2	0.31
0	10	0	0	0	0	6	3	0	11	5	0	2	0.4
1	6	0	2	1	0	0	5	0	33	6	6	6	0.43
1	6	0	2	1	0	0	3	0	31	5	5	5	0.41
1	6	2	0	1	0	0	2	0	52	18	0	5	0.53
0	6	0	0	13	6	0	21	0	94	116	24	21	0.51
1	4	0	0	0	0	0	0	0	17	8	11	11	0.6
0	5	1	0	0	0	0	1	0	13	8	0	4	0.41
1	1	0	7	0	0	6	0	0	14	0	0	0	0.34
1	3	0	0	0	0	0	0	0	16	34	0	17	0.27
1	3	0	0	0	0	0	0	0	19	22	0	6	0.59
1	3	0	0	0	0	0	0	0	40	26	0	7	0.68
0	7	0	0	9	4	0	14	0	92	86	24	23	0.58
1	6	2	0	1	0	0	2	0	39	16	0	4	0.45
1	4	0	0	8	0	0	0	0	19	8	8	8	0.76
0	7	0	0	13	6	0	22	0	101	128	26	23	0.55
0	7	2	0	16	0	0	3	0	31	8	4	3	0.45
0	6	0	3	9	3	0	6	12	71	3	3	2	0.52
1	5	0	0	0	0	0	0	0	11	6	0	3	0.36
1	4	0	0	0	0	2	0	0	61	30	30	30	0.64
1	3	0	0	0	0	0	0	0	21	22	0	6	0.67
0	6	0	0	14	6	0	22	0	61	152	30	27	0.29
0	4	2	0	0	0	0	0	32	12	24	4	7	0.33
1	4	0	0	0	0	0	0	0	60	25	36	36	0.52
1	6	0	2	1	0	0	7	0	34	6	6	6	0.43
1	10	0	3	1	0	0	5	0	41	7	7	7	0.39
0	6	0	0	13	6	0	23	0	97	116	24	21	0.56
1	8	0	0	0	0	1	8	0	16	10	0	5	0.47
0	6	2	0	3	0	0	2	0	38	2	1	3	0.4
0	7	0	0	13	6	0	22	0	90	128	26	23	0.52
1	3	0	0	0	0	0	0	0	36	24	0	12	0.63
1	10	0	3	1	0	0	6	0	44	8	8	8	0.41
1	10	0	2	1	0	0	6	0	29	4	4	4	0.34
0	6	0	0	13	6	0	21	0	104	116	24	21	0.54
0	7	0	0	14	6	0	20	0	103	128	26	23	0.57
1	10	0	3	1	0	0	7	0	48	11	11	11	0.39
0	6	0	0	13	6	0	21	0	65	152	30	27	0.29
1	10	0	4	1	0	0	9	0	46	9	9	9	0.4
1	4	0	1	0	0	0	0	0	53	14	20	20	0.6
0	10	1	0	5	3	0	0	0	22	4	0	2	0.53
0	5	0	0	10	0	0	3	0	1	15	0	5	0.11
1	10	0	3	1	0	0	5	0	36	8	8	8	0.34
1	3	0	0	0	0	0	0	0	41	26	0	13	0.74
1	4	0	0	7	0	0	0	0	21	7	7	7	0.58
0	7	0	0	13	6	0	21	0	89	128	26	23	0.52
1	6	0	1	1	0	0	1	0	20	4	4	4	0.35
0	7	1	0	7	1	0	5	0	12	4	0	1	0.54
0	3	1	1	0	0	0	0	0	2	2	1	2	0.25
1	6	0	3	1	0	0	6	0	40	8	8	8	0.43
1	4	0	0	0	0	0	0	28	39	28	0	14	0.46
0	14	0	0	1	0	6	4	0	11	6	0	3	0.4
1	10	0	2	1	0	0	6	0	39	9	9	9	0.37
1	10	0	3	1	0	0	5	0	39	7	7	7	0.38
1	6	2	0	1	0	0	2	0	55	28	0	7	0.47
1	2	0	0	0	0	0	0	0	22	32	0	16	0.25
1	10	0	3	1	0	0	5	0	37	6	6	6	0.37
1	3	0	0	0	0	0	0	0	17	30	0	15	0.32
0	7	0	0	11	5	0	17	0	91	107	25	23	0.56
0	3	26	0	0	0	0	0	0	38	52	1	27	0.29
1	6	0	2	1	0	0	7	0	33	5	5	5	0.42
1	6	2	0	1	0	0	2	0	56	30	0	8	0.53
