relevant	depth	number_bold	number_br	number_div	number_img	number_li	number_links	number_p	number_relevants	number_td	number_th	number_tr	relevants_ratio
0	7	0	0	11	5	0	17	0	38	72	18	16	0.22
0	7	0	0	14	6	0	23	0	38	86	19	16	0.24
0	6	0	0	12	0	0	0	0	4	2	0	1	0.02
0	5	0	35	0	0	0	18	0	15	39	0	9	0.18
0	6	0	3	6	3	0	0	6	34	3	3	2	0.28
0	5	3	0	3	0	0	0	0	1	2	0	1	0.06
0	4	0	0	0	3	0	3	0	0	3	0	1	0.0
0	6	2	0	3	0	0	2	0	37	2	1	3	0.15
0	5	4	6	0	0	0	0	4	34	1	0	1	0.17
0	3	3	0	0	0	0	0	0	6	6	1	4	0.09
0	7	0	0	13	6	0	21	0	48	128	26	23	0.29
0	4	0	3	0	4	0	0	0	0	4	0	1	0.0
0	6	43	132	0	0	0	0	0	96	5	0	1	0.15
0	10	1	0	5	3	0	0	0	3	4	0	2	0.14
0	5	0	0	0	4	0	8	0	10	40	20	12	0.11
0	6	0	0	14	6	0	23	0	40	134	27	24	0.21
0	6	0	3	6	3	0	0	6	30	3	3	2	0.23
0	7	0	0	13	6	0	17	0	33	86	19	16	0.23
0	3	22	0	0	0	0	0	0	16	44	1	23	0.14
0	14	1	0	5	5	0	0	0	9	7	0	5	0.3
0	7	0	0	11	5	0	17	0	44	107	25	23	0.28
0	11	14	1	2	0	12	10	2	22	1	0	1	0.15
0	6	0	0	14	6	0	23	0	35	80	18	15	0.28
0	7	0	0	13	6	0	18	0	46	128	26	23	0.29
0	7	1	0	13	0	0	2	0	9	5	5	2	0.15
0	5	21	20	0	0	0	0	0	24	60	0	20	0.25
0	3	25	0	0	0	0	0	0	15	50	1	26	0.12
0	3	0	0	0	0	0	0	0	2	0	5	1	0.5
0	6	0	0	10	0	0	0	0	4	2	0	1	0.01
0	7	0	0	13	6	0	22	0	42	122	25	22	0.28
0	5	0	0	0	0	6	0	0	17	4	2	3	0.23
0	7	0	0	11	5	0	18	0	34	72	18	16	0.24
0	6	0	0	13	6	0	22	0	48	116	24	21	0.24
0	5	0	0	12	0	0	1	0	7	5	5	2	0.14
0	5	0	0	1	1	0	0	1	13	1	0	1	0.31
0	7	0	0	12	4	0	8	13	46	4	4	2	0.26
0	3	23	0	0	0	0	0	0	17	46	1	24	0.15
0	4	0	4	0	0	0	0	0	6	4	0	2	0.19
0	7	0	0	13	6	0	20	0	33	86	19	16	0.23
0	5	0	3	6	3	0	0	6	3	3	3	2	0.04
0	7	0	0	13	6	0	20	0	45	128	26	23	0.23
0	5	0	0	12	1	0	1	0	5	12	3	5	0.17
0	5	0	0	12	0	0	1	0	8	5	5	2	0.16
0	7	1	0	0	1	0	0	0	4	2	0	2	0.2
0	6	0	0	12	4	0	8	10	53	4	4	2	0.17
0	6	0	0	11	5	0	17	0	20	127	29	27	0.09
0	5	1	0	1	0	0	1	0	1	1	0	1	0.14
0	3	22	0	0	0	0	0	0	14	44	1	23	0.12
0	3	0	0	0	0	0	0	0	0	1	0	1	0.0
0	15	0	0	0	5	0	0	1	16	9	0	7	0.25
0	3	0	0	0	0	0	0	0	3	5	5	5	0.13
0	15	0	1	93	1	411	273	1	10	40	0	13	0.06
0	3	20	0	0	0	0	0	0	13	40	1	21	0.13
0	6	0	0	13	6	0	22	0	39	134	27	24	0.22
0	6	0	3	6	3	0	0	6	36	3	3	2	0.28
0	6	56	56	0	0	0	3	56	9	52	4	14	0.11
0	7	0	0	13	6	0	20	0	44	128	26	23	0.27
0	4	0	0	0	1	0	2	0	4	2	0	1	0.67
0	7	0	0	14	6	0	23	0	40	86	19	16	0.28
0	19	0	6	0	31	0	0	5	51	60	0	44	0.24
0	6	0	0	10	0	0	3	0	1	15	0	5	0.11
0	7	0	3	0	1	0	0	1	8	3	0	3	0.19
0	10	1	0	5	3	0	0	0	8	4	0	2	0.21
0	6	0	0	4	3	0	1	0	12	1	0	1	0.14
0	7	0	0	9	4	0	12	0	51	86	24	23	0.34
0	11	11	0	2	0	9	15	2	30	1	0	1	0.2
0	6	0	0	10	0	0	6	0	0	15	0	5	0.0
0	4	0	0	0	5	0	10	0	9	42	6	8	0.26
0	5	0	0	12	1	0	1	0	4	12	3	5	0.12
0	3	0	0	0	0	0	0	0	0	90	0	30	0.0
0	7	0	0	13	6	0	21	0	55	128	26	23	0.3
0	7	0	0	9	4	0	15	0	13	22	8	7	0.27
0	5	0	0	6	1	0	1	0	4	6	3	3	0.17
0	3	24	0	0	0	0	0	0	17	48	1	25	0.14
0	7	0	0	13	6	0	22	0	44	128	26	23	0.26
0	6	0	0	13	6	0	22	0	44	116	24	21	0.22
0	5	0	6	0	1	0	0	0	9	2	0	1	0.22
0	3	25	0	0	0	0	0	0	18	50	1	26	0.15
0	3	18	0	0	0	0	0	0	14	36	1	19	0.15
0	6	0	3	6	3	0	0	3	0	3	3	2	0.0
0	6	0	0	56	4	0	21	0	21	60	10	14	0.21
0	5	0	0	8	4	0	0	8	22	4	4	2	0.25
0	4	0	1	0	1	0	0	0	0	2	0	2	0.0
0	11	8	1	2	0	6	7	2	18	1	0	1	0.16
0	7	0	0	13	6	0	22	0	38	86	19	16	0.25
0	3	13	0	0	0	0	0	0	6	26	1	14	0.05
0	5	0	0	0	0	11	15	0	9	3	0	2	0.25
0	6	0	0	13	6	0	22	0	36	122	25	22	0.22
0	6	0	0	13	6	0	21	0	39	122	25	22	0.25
0	6	0	0	13	6	0	21	0	45	116	24	21	0.24
0	5	1	0	0	0	0	1	0	3	1	0	1	0.5
0	5	2	2	3	2	0	0	3	32	2	0	1	0.23
0	7	0	0	14	6	0	24	0	47	86	19	16	0.31
0	7	0	0	15	1	0	1	0	4	10	2	6	0.12
0	11	13	0	2	0	12	16	2	26	1	0	1	0.16
0	7	0	0	14	6	0	21	0	55	128	26	23	0.26
0	14	2	0	5	5	0	0	0	6	7	0	5	0.12
0	5	5	12	0	1	0	0	0	20	2	0	1	0.26
0	6	0	0	0	0	0	1	0	8	8	0	4	0.24
0	5	0	0	10	0	0	9	0	0	15	0	5	0.0
0	15	0	3	0	5	0	0	1	8	9	0	7	0.19
0	5	0	0	4	0	26	26	0	16	7	0	1	0.25
0	5	1	0	0	0	0	1	0	6	4	0	2	0.29
0	7	0	0	9	4	0	15	0	31	58	17	16	0.28
0	7	0	0	13	6	0	22	0	40	128	26	23	0.33
0	7	0	0	13	6	0	20	0	31	98	21	18	0.21
0	5	1	2	0	1	0	0	1	17	2	0	2	0.2
0	12	0	6	0	3	0	0	0	17	4	0	3	0.33
0	7	0	0	13	6	0	19	0	50	128	26	23	0.25
0	11	0	0	0	3	0	0	0	12	6	0	4	0.26
0	5	0	0	8	4	0	0	8	38	4	4	2	0.28
0	7	0	0	12	5	0	17	0	30	67	17	15	0.21
0	7	0	0	14	6	0	22	0	52	128	26	23	0.32
0	6	0	0	13	6	0	21	0	19	152	30	27	0.09
0	3	1	1	0	0	0	0	0	1	2	1	2	0.1
0	6	0	3	6	3	0	0	7	27	3	3	2	0.28
0	7	0	0	13	6	0	20	0	49	128	26	23	0.26
0	7	0	0	13	6	0	20	0	46	128	26	23	0.26
0	3	0	0	0	0	0	0	0	4	5	5	5	0.27
0	5	0	0	0	0	0	0	5	17	1	0	1	0.18
0	19	0	0	93	0	411	272	0	14	45	0	15	0.08
0	6	0	0	12	4	0	8	9	60	4	4	2	0.2
0	5	1	5	0	0	0	0	1	21	1	0	1	0.27
0	7	0	0	9	4	0	13	0	41	86	24	23	0.26
0	5	0	0	4	0	26	26	0	6	7	0	1	0.08
0	6	0	0	13	6	0	21	0	42	116	24	21	0.22
0	7	0	0	13	6	0	20	0	43	128	26	23	0.28
0	5	0	1	0	1	9	0	0	7	2	0	1	0.15
0	3	4	0	0	0	0	0	0	7	8	1	5	0.11
0	3	0	0	0	0	0	1	0	3	1	0	1	0.33
0	8	0	0	0	0	1	7	0	2	14	0	7	0.04
0	4	4	0	0	0	0	0	0	13	4	4	4	0.24
0	4	0	0	1	1	0	0	0	0	1	0	1	0.0
0	7	0	0	13	6	0	19	0	46	128	26	23	0.27
0	6	0	0	13	6	0	21	0	33	80	18	15	0.27
0	6	0	0	4	3	0	1	0	10	1	0	1	0.12
0	7	0	0	13	6	0	21	0	54	128	26	23	0.28
0	8	0	0	0	0	7	8	0	11	4	0	2	0.3
0	15	0	1	0	6	0	0	1	15	9	0	7	0.32
0	6	0	0	11	5	0	18	0	40	67	17	15	0.26
0	7	0	0	12	5	0	18	0	57	107	25	23	0.28
0	19	7	0	31	30	0	0	0	38	48	0	32	0.23
0	14	1	0	5	5	0	0	0	8	7	0	5	0.25
0	6	1	0	2	0	0	1	0	3	1	1	2	0.14
0	5	2	0	2	0	0	0	0	0	2	0	1	0.0
0	7	0	0	13	6	0	22	0	41	86	19	16	0.28
0	5	0	1	1	4	0	0	0	0	1	0	1	0.0
0	4	0	0	1	1	0	0	0	3	3	0	1	0.43
0	7	0	0	11	5	0	16	0	41	102	24	22	0.28
0	14	0	0	1	0	6	4	0	5	6	0	3	0.19
0	3	1	4	0	0	0	0	0	3	2	1	2	0.14
0	6	2	0	3	0	0	2	0	15	2	1	3	0.19
0	7	0	0	13	6	0	23	0	44	86	19	16	0.32
0	7	0	0	13	6	0	19	0	30	86	19	16	0.2
0	3	4	6	0	0	0	0	0	2	8	1	5	0.07
0	6	0	0	8	4	0	0	8	43	4	4	2	0.24
0	6	0	0	10	4	0	16	0	27	50	15	14	0.22
0	6	0	0	4	0	0	0	0	3	4	0	1	0.6
0	4	0	10	0	1	0	0	0	27	2	0	1	0.26
0	14	1	0	5	5	0	0	0	7	7	0	5	0.23
0	7	0	0	13	6	0	22	0	36	86	19	16	0.25
0	7	1	0	10	0	0	2	0	9	4	4	2	0.13
0	6	0	0	15	6	0	23	0	43	134	27	24	0.25
0	2	0	0	0	0	0	0	0	0	0	0	2	0.0
0	6	0	0	13	6	0	23	0	49	116	24	21	0.23
0	7	1	0	13	0	0	2	0	10	5	5	2	0.15
0	7	0	0	13	6	0	19	0	36	86	19	16	0.22
0	11	0	2	0	3	0	0	1	11	6	0	4	0.2
0	10	1	0	5	3	0	0	0	9	4	0	2	0.3
0	3	2	0	0	0	0	0	0	0	4	1	3	0.0
0	8	1	1	0	1	0	0	0	0	2	0	2	0.0
0	5	0	3	6	3	0	0	6	13	3	3	2	0.18
0	23	15	77	0	34	0	0	10	94	73	0	52	0.18
0	7	0	0	9	4	0	14	0	42	86	24	23	0.28
0	7	0	0	14	6	0	20	0	38	86	19	16	0.26
0	4	2	0	0	0	0	0	20	0	12	4	4	0.0
0	5	0	0	10	0	0	6	0	0	15	0	5	0.0
0	10	0	0	0	0	6	3	0	4	5	0	2	0.15
0	8	0	0	14	6	0	24	0	37	86	19	16	0.28
0	4	0	0	0	8	0	0	0	0	8	0	4	0.0
0	5	0	4	0	4	0	8	0	3	8	0	1	0.43
0	7	0	0	14	6	0	21	0	49	128	26	23	0.28
0	11	6	0	2	0	4	6	2	24	1	0	1	0.19
0	6	4	3	0	1	26	0	5	47	2	0	1	0.2
0	8	0	0	7	0	0	0	0	1	4	0	1	0.06
0	5	0	0	10	0	0	0	0	0	15	0	5	0.0
0	5	0	4	1	2	0	0	0	17	3	0	1	0.24
0	7	0	0	13	6	0	18	0	44	128	26	23	0.26
0	7	0	0	13	6	0	21	0	31	86	19	16	0.22
0	3	5	0	0	0	0	0	0	2	10	1	6	0.07
0	5	0	7	0	1	0	0	0	7	2	0	1	0.19
0	11	0	0	5	1	0	2	0	19	7	0	2	0.15
0	7	0	0	13	6	0	23	0	42	86	19	16	0.31
0	5	0	5	0	1	0	0	0	19	2	0	1	0.23
0	7	0	0	11	5	0	18	0	43	107	25	23	0.27
0	6	0	0	8	4	0	0	11	45	4	4	2	0.23
0	7	0	3	9	3	0	6	13	39	3	3	2	0.19
0	5	0	21	0	0	0	11	0	7	23	0	3	0.09
0	6	0	0	9	4	0	11	0	14	102	28	27	0.08
0	5	0	3	6	3	0	0	6	21	3	3	2	0.29
0	6	0	0	9	0	0	2	0	2	3	0	1	0.25
0	5	0	0	2	1	0	0	0	0	1	0	1	0.0
0	5	2	2	1	1	0	0	2	29	2	0	1	0.22
0	11	0	0	0	0	7	8	0	11	5	0	3	0.3
0	6	0	0	14	6	0	22	0	41	134	27	24	0.23
0	7	0	0	11	5	0	17	0	41	107	25	23	0.29
0	5	0	0	10	0	0	1	0	7	4	4	2	0.14
0	7	0	0	13	6	0	21	0	47	128	26	23	0.29
0	3	5	0	0	0	0	0	0	1	10	1	6	0.04
0	6	0	0	13	6	0	22	0	29	80	18	15	0.28
0	7	86	80	0	0	0	9	80	11	72	8	10	0.14
0	6	1	0	4	0	0	1	0	6	2	2	2	0.18
0	7	0	0	14	6	0	23	0	54	128	26	23	0.31
0	7	0	0	13	6	0	21	0	50	128	26	23	0.27
0	3	14	0	0	0	0	0	0	5	28	1	15	0.04
0	6	0	3	6	3	0	0	6	46	3	3	2	0.24
0	5	0	0	8	4	0	0	8	6	4	4	2	0.05
0	6	2	0	3	0	0	2	0	8	2	1	3	0.12
0	7	0	2	0	1	0	0	1	11	3	0	3	0.2
0	8	0	0	5	0	411	272	0	2	9	0	3	0.02
0	5	0	0	0	1	0	1	0	0	1	0	1	0.0
0	7	0	0	13	6	0	16	0	35	86	19	16	0.21
0	15	0	0	0	5	0	0	1	13	9	0	7	0.31
0	6	0	0	14	6	0	22	0	31	80	18	15	0.25
0	3	24	0	0	0	0	0	0	12	48	1	25	0.12
0	7	0	0	4	1	0	1	0	1	3	3	2	0.05
0	1	0	0	0	0	0	0	0	0	0	0	0	0.0
0	3	21	0	0	0	0	0	0	14	42	1	22	0.13
0	7	0	0	13	6	0	19	0	44	128	26	23	0.26
0	7	0	0	9	4	0	11	0	41	86	24	23	0.29
0	5	0	0	8	4	0	0	8	8	4	4	2	0.1
0	7	0	0	9	4	0	14	0	16	26	9	8	0.21
0	3	0	0	0	0	0	0	0	1	4	4	4	0.05
0	7	0	0	13	6	0	20	0	47	128	26	23	0.27
1	4	0	0	0	0	0	1	0	17	69	0	35	0.07
1	3	0	0	0	0	0	0	0	20	73	0	37	0.05
1	10	0	2	1	0	0	6	0	14	7	7	7	0.14
1	6	0	3	1	0	0	5	0	17	8	8	8	0.19
1	4	0	0	0	0	0	0	0	33	21	31	31	0.25
1	3	0	0	0	0	0	0	0	15	22	0	6	0.44
1	10	12	0	3	0	9	9	1	26	1	0	1	0.16
1	10	10	0	3	0	8	9	1	23	1	0	1	0.15
1	3	0	0	0	0	0	0	0	6	2	0	1	0.43
1	6	2	0	1	0	0	2	0	26	30	0	8	0.25
1	6	0	2	1	0	0	5	0	14	7	7	7	0.18
1	3	0	0	0	0	0	0	0	14	30	0	15	0.3
1	6	0	2	1	0	0	5	0	14	6	6	6	0.2
1	4	0	0	8	0	0	0	0	12	8	8	8	0.48
1	6	3	0	2	0	0	1	0	13	2	2	2	0.17
1	4	0	0	7	0	0	0	0	7	7	7	7	0.25
1	6	0	2	1	0	0	6	0	15	6	6	6	0.19
1	6	2	0	1	0	0	2	0	16	14	0	4	0.2
1	4	0	0	0	0	0	1	0	22	77	0	39	0.05
1	3	0	0	0	0	0	0	0	15	19	19	19	0.2
1	10	0	3	1	0	0	9	0	16	9	9	9	0.15
1	4	0	0	0	0	0	0	0	34	25	36	36	0.3
1	4	0	0	5	0	0	0	0	3	5	5	5	0.2
1	5	0	0	0	0	0	0	0	1	2	0	1	0.25
1	4	0	0	9	0	0	0	0	21	9	9	9	0.26
1	3	0	0	0	0	0	0	0	23	42	0	21	0.3
1	10	0	3	1	0	0	6	0	16	5	5	5	0.17
1	4	0	0	0	0	8	0	0	45	53	53	53	0.26
1	4	7	0	0	0	0	0	0	20	49	49	49	0.13
1	4	0	7	0	0	0	0	0	57	116	132	132	0.15
1	4	0	0	11	0	0	0	0	32	11	11	11	0.32
1	10	0	3	1	0	0	6	0	17	7	7	7	0.16
1	3	0	0	0	0	0	0	0	40	68	0	34	0.3
1	10	0	2	1	0	0	6	0	14	8	8	8	0.14
1	6	2	0	1	0	0	2	0	23	32	0	8	0.2
1	4	0	0	0	0	0	1	0	18	61	0	31	0.08
1	3	0	0	0	0	0	0	0	16	24	0	7	0.42
1	3	0	0	0	0	0	0	0	38	64	0	32	0.27
1	10	0	2	1	0	0	6	0	15	8	8	8	0.14
1	4	0	0	8	0	0	0	0	11	8	8	8	0.31
1	6	2	0	1	0	0	2	0	26	42	0	11	0.23
1	6	0	2	1	0	0	4	0	13	8	8	8	0.16
1	4	0	4	0	0	0	0	0	62	122	135	135	0.15
1	8	0	0	0	0	1	8	0	4	14	0	7	0.07
1	6	2	0	1	0	0	2	0	27	24	0	6	0.24
1	6	0	1	1	0	0	1	0	7	4	4	4	0.12
1	2	0	0	0	0	0	0	0	14	40	0	20	0.14
1	6	0	3	1	0	0	4	0	17	9	9	9	0.19
1	4	0	0	0	0	0	1	0	15	75	0	38	0.07
1	6	2	0	1	0	0	2	0	18	14	0	4	0.21
1	4	0	0	10	0	0	0	0	34	10	10	10	0.24
1	4	0	0	0	0	0	0	0	13	8	11	11	0.46
1	4	7	0	0	0	0	0	0	10	40	40	40	0.1
1	4	0	0	10	0	0	0	0	24	10	10	10	0.25
1	4	0	0	0	0	14	0	0	43	38	38	38	0.34
1	3	0	0	0	0	0	0	0	37	24	0	7	0.35
1	4	7	0	0	0	0	0	0	18	48	48	48	0.12
1	10	0	4	1	0	0	9	0	18	8	8	8	0.17
1	3	0	0	0	0	0	0	0	5	30	0	15	0.09
1	6	0	1	1	0	0	2	0	11	7	7	7	0.15
1	10	0	3	1	0	0	5	0	15	7	7	7	0.14
1	6	0	3	1	0	0	6	0	15	9	9	9	0.16
1	10	9	0	2	0	8	9	1	24	1	0	1	0.16
1	6	0	4	1	0	0	15	0	16	5	5	5	0.21
1	10	13	0	3	0	10	12	1	23	1	0	1	0.14
1	6	0	1	1	0	0	2	0	10	4	4	4	0.16
1	4	0	0	0	0	4	0	0	47	53	53	53	0.28
1	6	2	0	1	0	0	2	0	25	28	0	7	0.22
1	4	0	0	0	0	0	1	0	20	77	0	39	0.08
1	4	0	0	0	0	15	0	0	43	39	39	39	0.32
1	6	2	0	1	0	0	2	0	28	34	0	9	0.24
1	10	0	3	1	0	0	5	0	17	9	9	9	0.16
1	6	0	3	1	0	0	4	0	15	4	4	4	0.22
1	4	0	0	7	0	0	0	0	13	7	7	7	0.46
1	2	0	0	0	0	0	0	0	15	36	0	18	0.15
1	4	0	0	10	0	0	0	0	14	10	10	10	0.35
1	4	0	0	0	0	0	1	0	20	71	0	36	0.1
1	6	0	3	1	0	0	6	0	17	8	8	8	0.19
1	10	0	3	1	0	0	7	0	20	9	9	9	0.18
1	4	0	0	0	0	0	1	0	17	73	0	37	0.09
1	3	0	0	0	0	0	0	0	21	44	0	22	0.29
1	3	0	0	0	0	0	0	0	5	2	0	1	0.56
1	6	2	0	1	0	0	2	0	18	20	0	5	0.21
1	6	0	3	1	0	0	4	0	16	6	6	6	0.2
1	10	0	4	1	0	0	10	0	24	11	11	11	0.17
1	6	0	3	1	0	0	7	0	14	4	4	4	0.2
1	3	0	0	0	0	0	0	0	17	67	0	34	0.07
1	10	0	2	1	0	0	4	0	12	7	7	7	0.13
1	10	0	1	1	0	0	2	0	7	4	4	4	0.09
1	10	0	3	1	0	0	6	0	13	8	8	8	0.13
1	6	0	2	1	0	0	6	0	14	5	5	5	0.19
1	4	0	0	0	0	0	1	0	16	77	0	39	0.07
1	4	0	0	0	0	0	1	0	24	73	0	37	0.09
1	6	0	3	1	0	0	6	0	17	5	5	5	0.21
1	3	0	0	0	0	0	0	0	6	34	0	17	0.1
1	10	0	2	1	0	0	5	0	15	9	9	9	0.14
1	10	0	3	1	0	0	7	0	16	8	8	8	0.15
1	6	0	3	1	0	0	6	0	18	8	8	8	0.2
1	4	0	0	0	0	9	0	0	46	49	49	49	0.26
1	6	2	0	1	0	0	2	0	24	26	0	7	0.24
1	6	2	0	1	0	0	2	0	26	26	0	7	0.24
1	4	0	2	0	0	0	0	0	44	54	69	69	0.23
1	6	2	0	1	0	0	2	0	17	14	0	4	0.21
1	4	0	0	0	0	0	1	0	16	73	0	37	0.08
1	6	0	1	1	0	0	2	0	11	8	8	8	0.14
1	10	0	4	1	0	0	9	0	18	9	9	9	0.16
1	4	0	0	12	0	0	0	0	15	12	12	12	0.25
1	6	0	2	1	0	0	4	0	12	4	4	4	0.18
1	3	0	0	0	0	0	0	0	19	30	0	15	0.28
1	4	0	0	0	0	0	1	0	15	65	0	33	0.08
1	6	0	2	1	0	0	5	0	15	9	9	9	0.17
1	6	2	0	1	0	0	2	0	23	22	0	6	0.24
1	2	0	0	0	0	0	0	0	16	40	0	20	0.15
1	6	0	3	1	0	0	10	0	14	8	8	8	0.16
1	4	0	1	0	0	0	0	0	26	14	20	20	0.3
1	6	2	0	1	0	0	2	0	20	20	0	5	0.23
1	4	0	0	0	0	14	0	0	42	37	37	37	0.33
1	10	0	2	1	0	0	7	0	13	4	4	4	0.15
1	2	0	0	0	0	0	0	0	14	38	0	19	0.14
1	6	2	0	1	0	0	2	0	15	18	0	5	0.19
1	6	0	3	1	0	0	4	0	16	8	8	8	0.19
1	10	0	3	1	0	0	5	0	18	9	9	9	0.17
1	10	0	3	1	0	0	6	0	19	9	9	9	0.17
1	6	1	0	0	0	0	0	0	3	2	0	1	0.5
1	4	0	0	0	0	0	1	0	14	73	0	37	0.07
1	6	0	3	1	0	0	5	0	16	7	7	7	0.2
1	4	0	2	0	0	0	0	0	42	20	30	30	0.27
1	10	0	2	1	0	0	7	0	15	8	8	8	0.14
1	10	0	2	1	0	0	6	0	13	5	5	5	0.14
1	10	0	2	1	0	0	6	0	13	6	6	6	0.14
1	6	0	1	1	0	0	1	0	10	8	8	8	0.13
1	2	0	0	0	0	0	0	0	15	32	0	16	0.16
1	10	0	3	1	0	0	6	0	17	5	5	5	0.18
1	3	0	0	0	0	0	0	0	24	30	0	15	0.41
1	3	0	0	0	0	0	0	0	44	74	0	37	0.3
1	5	0	0	0	0	0	0	0	2	2	0	1	0.29
1	6	2	0	1	0	0	2	0	18	16	0	4	0.22
1	6	0	2	1	0	0	5	0	15	8	8	8	0.19
1	4	0	0	0	0	6	0	0	45	54	54	54	0.27
1	4	0	0	10	0	0	0	0	13	10	10	10	0.28
1	3	0	0	0	0	0	0	0	18	53	0	27	0.12
1	4	0	0	0	0	0	1	0	16	75	0	38	0.06
1	3	0	0	0	0	0	0	0	27	32	0	16	0.28
1	4	0	0	0	0	0	0	0	62	282	0	141	0.15
1	10	0	5	1	0	0	13	0	21	9	9	9	0.17
1	3	0	0	0	0	0	0	0	50	62	80	80	0.22
1	3	0	0	0	0	0	0	0	58	88	107	107	0.18
1	4	0	0	5	0	0	0	0	7	5	5	5	0.23
1	6	0	3	1	0	0	6	0	18	7	7	7	0.23
1	10	0	3	1	0	0	5	0	18	11	11	11	0.15
1	4	0	0	0	0	0	1	0	18	79	0	40	0.08
1	3	0	0	0	0	0	0	0	16	34	0	17	0.3
1	4	0	0	9	0	0	0	0	13	9	9	9	0.38
1	6	0	2	1	0	0	4	0	11	4	4	4	0.17
1	3	0	0	0	0	0	0	0	39	70	0	35	0.34
1	10	0	3	1	0	0	5	0	18	10	10	10	0.16
1	8	0	0	0	0	1	8	0	12	10	0	5	0.35
1	3	0	0	0	0	0	0	0	40	52	0	26	0.32
1	3	0	0	0	0	0	0	0	50	96	0	48	0.16
1	3	0	0	0	0	0	0	0	15	26	0	7	0.37
1	3	0	0	0	0	0	0	0	16	22	0	11	0.3
1	6	2	0	1	0	0	2	0	19	20	0	5	0.22
1	3	0	0	0	0	0	0	0	37	72	0	36	0.31
1	6	2	0	1	0	0	2	0	28	30	0	8	0.27
1	4	0	0	8	0	0	0	0	10	8	8	8	0.25
1	6	2	0	1	0	0	2	0	26	28	0	7	0.25
1	3	0	0	0	0	0	0	0	19	30	0	8	0.42
1	4	0	0	12	0	0	0	0	30	12	12	12	0.24
1	10	0	3	1	0	0	6	0	16	6	6	6	0.16
1	4	0	0	0	0	0	1	0	18	69	0	35	0.08
1	3	0	0	0	0	0	0	0	15	24	0	7	0.38
1	3	0	0	0	0	0	0	0	27	30	0	8	0.44
1	3	0	0	0	0	0	0	0	58	538	0	269	0.14
1	4	0	0	0	0	10	0	0	48	53	53	53	0.26
1	4	0	0	0	0	12	0	0	39	36	36	36	0.29
1	3	0	0	0	0	0	0	0	9	34	0	17	0.11
1	4	0	0	8	0	0	0	0	7	8	8	8	0.23
1	3	0	0	0	0	0	0	0	1	1	1	1	0.2
1	4	0	0	0	0	2	0	0	31	30	30	30	0.33
1	4	0	0	6	0	0	0	0	3	6	6	6	0.12
1	4	0	0	11	0	0	0	0	16	11	11	11	0.31
1	10	0	3	1	0	0	10	0	12	4	4	4	0.14
1	7	0	0	1	0	7	1	0	13	6	0	3	0.13
1	4	0	0	0	0	0	1	0	22	69	0	35	0.1
1	10	0	3	1	0	0	6	0	20	12	12	12	0.14
1	4	7	0	0	0	0	0	0	18	45	45	45	0.13
1	4	7	0	0	0	0	0	0	17	48	48	48	0.11
1	6	0	3	1	0	0	6	0	19	5	5	5	0.24
1	2	0	0	0	0	0	0	0	13	32	0	16	0.15
1	10	0	2	1	0	0	3	0	13	6	6	6	0.14
1	6	2	0	1	0	0	2	0	17	18	0	5	0.21
1	3	0	0	0	0	0	0	0	24	58	0	29	0.29
1	4	0	0	0	0	0	0	0	25	16	25	25	0.26
1	10	11	0	3	0	9	9	1	24	1	0	1	0.16
1	3	0	0	0	0	0	0	0	15	69	0	35	0.07
1	6	2	0	1	0	0	2	0	13	6	0	2	0.19
1	10	10	0	2	0	9	9	1	23	1	0	1	0.16
1	3	0	0	0	0	0	0	0	14	18	0	5	0.48
1	4	0	0	0	0	9	0	0	43	48	48	48	0.27
1	3	0	0	0	0	0	0	0	19	54	0	27	0.26
1	10	0	2	1	0	0	4	0	13	7	7	7	0.14
1	10	0	2	1	0	0	4	0	12	6	6	6	0.13
1	10	0	3	1	0	0	9	0	16	7	7	7	0.16
1	3	0	0	0	0	0	0	0	7	36	0	18	0.1
1	4	0	0	0	0	3	0	0	47	49	49	49	0.3
1	4	7	0	0	0	0	0	0	19	52	52	52	0.11
1	10	0	4	1	0	0	11	0	20	8	8	8	0.18
1	10	0	3	1	0	0	5	0	14	6	6	6	0.14
1	6	2	0	1	0	0	2	0	10	3	0	1	0.16
1	4	0	0	8	0	0	0	0	5	8	8	8	0.16
1	10	0	3	1	0	0	5	0	16	6	6	6	0.17
1	4	0	0	8	0	0	0	0	9	8	8	8	0.26
1	3	0	0	0	0	0	0	0	30	40	0	20	0.31
1	5	1	0	0	0	0	1	0	6	2	0	1	0.38
1	6	2	0	1	0	0	2	0	30	24	0	6	0.28
1	6	2	0	1	0	0	2	0	25	18	0	5	0.26
1	10	0	3	1	0	0	6	0	13	7	7	7	0.14
1	6	0	3	1	0	0	7	0	12	4	4	4	0.17
1	3	0	0	0	0	0	0	0	20	30	0	15	0.27
1	3	0	0	0	0	0	0	0	12	20	0	5	0.38
1	10	0	3	1	0	0	8	0	14	8	8	8	0.14
1	6	2	0	1	0	0	2	0	30	28	0	7	0.24
1	3	0	0	0	0	0	0	0	21	48	0	24	0.26
1	10	0	1	1	0	0	2	0	8	5	5	5	0.09
1	6	3	0	2	0	0	1	0	12	2	2	2	0.14
1	6	0	1	1	0	0	2	0	9	6	6	6	0.14
1	4	0	0	0	0	0	1	0	16	67	0	34	0.07
1	2	0	0	0	0	0	0	0	14	42	0	21	0.13
1	2	0	0	0	0	0	0	0	13	40	0	20	0.13
1	4	0	0	0	0	12	0	0	44	51	51	51	0.24
